image_path,species,instar,days_post_hatching
frugiperda/1/0/ct_d0_088.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_089.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_090.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_091.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_092.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_093.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_094.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_095.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_096.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_097.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_098.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_099.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_100.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_101.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_102.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_103.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_104.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_105.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_106.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_107.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_108.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_109.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_110.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_111.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_112.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_113.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_114.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_115.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_116.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_117.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_118.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_119.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_120.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_121.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_122.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_123.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_124.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_125.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_126.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_127.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_128.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_129.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_130.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_131.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_132.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_133.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_134.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_135.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_136.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_137.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_138.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_139.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_140.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_141.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_142.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_143.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_144.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_145.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_146.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_147.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_148.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_149.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_150.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_151.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_152.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_153.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_154.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_155.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_156.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_157.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_158.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_159.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_160.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_161.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_162.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_163.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_164.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_165.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_166.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_167.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_168.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_169.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_170.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_171.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_172.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_173.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_174.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_175.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_176.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_177.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_178.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_179.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_180.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_181.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_182.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_183.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_184.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_185.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_186.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_187.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_188.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_189.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_190.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_191.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_192.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_193.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_194.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_195.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_196.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_197.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_198.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_199.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_200.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_201.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_202.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_203.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_204.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_205.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_206.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_207.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_208.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_209.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_210.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_211.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_212.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_213.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_214.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_215.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_216.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_217.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_218.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_219.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_220.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_221.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_222.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_223.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_224.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_225.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_226.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_227.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_228.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_229.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_230.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_231.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_232.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_233.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_234.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_235.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_236.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_237.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_238.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_239.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_240.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_241.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_242.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_243.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_244.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_245.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_246.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_247.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_248.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_249.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_250.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_251.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_252.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_253.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_254.jpg,frugiperda,1,0
frugiperda/1/0/ct_d0_255.jpg,frugiperda,1,0
frugiperda/1/1/ct_d1_001.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_002.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_003.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_004.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_005.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_006.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_007.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_008.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_009.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_010.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_011.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_012.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_013.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_014.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_015.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_016.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_017.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_018.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_019.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_020.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_021.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_022.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_023.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_024.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_025.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_026.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_027.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_028.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_029.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_030.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_031.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_032.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_033.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_034.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_035.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_036.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_037.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_038.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_039.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_040.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_041.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_042.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_043.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_044.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_045.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_046.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_047.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_048.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_049.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_050.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_051.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_052.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_053.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_054.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_055.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_056.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_057.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_058.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_059.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_060.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_061.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_062.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_063.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_064.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_065.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_066.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_067.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_068.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_069.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_070.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_071.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_072.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_073.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_074.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_075.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_076.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_077.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_078.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_079.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_080.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_081.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_082.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_083.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_084.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_085.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_086.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_087.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_088.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_089.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_090.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_091.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_092.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_093.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_094.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_095.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_096.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_097.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_098.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_099.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_100.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_101.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_102.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_103.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_104.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_105.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_106.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_107.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_108.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_109.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_110.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_111.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_112.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_113.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_114.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_115.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_116.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_117.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_118.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_119.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_120.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_121.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_122.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_123.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_124.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_125.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_126.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_127.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_128.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_129.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_130.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_131.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_132.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_133.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_134.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_135.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_136.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_137.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_138.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_139.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_140.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_141.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_142.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_143.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_144.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_145.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_146.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_147.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_148.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_149.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_150.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_151.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_152.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_153.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_154.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_155.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_156.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_157.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_158.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_159.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_160.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_161.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_162.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_163.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_164.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_165.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_166.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_167.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_168.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_169.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_170.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_171.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_172.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_173.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_174.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_175.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_176.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_177.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_178.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_179.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_180.jpg,frugiperda,1,1
frugiperda/1/1/ct_d1_181.jpg,frugiperda,1,1
